,Source IP address,Source port number,Destination IP address,Destination port number,Transaction protocol,"Indicates to the state and its dependent protocol, e.g. ACC, CLO, CON, ECO, ECR, FIN, INT, MAS, PAR, REQ, RST, TST, TXD, URH, URN, and (-) (if not used state)",Record total duration,Source to destination transaction bytes ,Destination to source transaction bytes,Source to destination time to live value ,Destination to source time to live value,Source packets retransmitted or dropped ,Destination packets retransmitted or dropped,"http, ftp, smtp, ssh, dns, ftp-data ,irc  and (-) if not much used service",Source bits per second,Destination bits per second,Source to destination packet count ,Destination to source packet count,Source TCP window advertisement value,Destination TCP window advertisement value,Source TCP base sequence number,Destination TCP base sequence number,Mean of the ?ow packet size transmitted by the src ,Mean of the ?ow packet size transmitted by the dst ,Represents the pipelined depth into the connection of http request/response transaction,Actual uncompressed content size of the data transferred from the server’s http service.,Source jitter (mSec),Destination jitter (mSec),record start time,record last time,Source interpacket arrival time (mSec),Destination interpacket arrival time (mSec),"TCP connection setup round-trip time, the sum of ’synack’ and ’ackdat’.","TCP connection setup time, the time between the SYN and the SYN_ACK packets.","TCP connection setup time, the time between the SYN_ACK and the ACK packets.","If source (1) and destination (3)IP addresses equal and port numbers (2)(4)  equal then, this variable takes value 1 else 0",No. for each state (6) according to specific range of values for source/destination time to live (10) (11).,No. of flows that has methods such as Get and Post in http service.,If the ftp session is accessed by user and password then 1 else 0. ,No of flows that has a command in ftp session.,No. of connections that contain the same service (14) and source address (1) in 100 connections according to the last time (26).,No. of connections that contain the same service (14) and destination address (3) in 100 connections according to the last time (26).,No. of connections of the same destination address (3) in 100 connections according to the last time (26).,No. of connections of the same source address (1) in 100 connections according to the last time (26).,No of connections of the same source address (1) and the destination port (4) in 100 connections according to the last time (26).,No of connections of the same destination address (3) and the source port (2) in 100 connections according to the last time (26).,No of connections of the same source (1) and the destination (3) address in in 100 connections according to the last time (26).,"The name of each attack category. In this data set , nine categories e.g. Fuzzers, Analysis, Backdoors, DoS Exploits, Generic, Reconnaissance, Shellcode and Worms",0 for normal and 1 for attack records
637,175.45.176.1,0,149.171.126.12,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:33,1421930733,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,6,10,6,6,6,DoS,1
638,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:34,1421930734,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,3,5,2,2,2,DoS,1
639,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:34,1421930734,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,3,5,2,2,2,DoS,1
640,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:35,1421930735,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,8,4,4,4,DoS,1
641,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:35,1421930735,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,8,4,4,4,DoS,1
642,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:35,1421930735,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,8,4,4,4,DoS,1
643,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:35,1421930735,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,8,4,4,4,DoS,1
644,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:37,1421930737,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,5,5,4,4,5,DoS,1
645,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:37,1421930737,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,5,5,4,4,5,DoS,1
646,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:37,1421930737,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,5,5,4,4,5,DoS,1
647,175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:37,1421930737,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,5,5,4,4,5,DoS,1
648,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:38,1421930738,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,5,2,2,2,DoS,1
649,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:38,1421930738,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,5,2,2,2,DoS,1
650,175.45.176.1,0,149.171.126.12,0,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:39,1421930739,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,4,7,4,4,4,DoS,1
651,175.45.176.1,0,149.171.126.12,0,unas,INT,6e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:39,1421930739,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,4,7,4,4,4,DoS,1
652,175.45.176.1,0,149.171.126.12,0,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:39,1421930739,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,4,7,4,4,4,DoS,1
653,175.45.176.1,0,149.171.126.12,0,unas,INT,6e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:39,1421930739,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,4,7,4,4,4,DoS,1
654,175.45.176.1,0,149.171.126.12,0,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:40,1421930740,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,3,4,2,2,3,DoS,1
655,175.45.176.1,0,149.171.126.12,0,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:40,1421930740,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,3,4,2,2,3,DoS,1
656,175.45.176.1,0,149.171.126.12,0,unas,INT,2e-06,200,0,254,0,0,0,-,400000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:41,1421930741,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,DoS,1
657,175.45.176.1,0,149.171.126.12,0,unas,INT,2e-06,200,0,254,0,0,0,-,400000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:41,1421930741,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,DoS,1
658,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:42,1421930742,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,4,2,2,2,DoS,1
659,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:42,1421930742,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,4,2,2,2,DoS,1
660,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:43,1421930743,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,6,9,4,4,5,DoS,1
661,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:43,1421930743,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,6,9,4,4,5,DoS,1
662,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:43,1421930743,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,6,9,4,4,5,DoS,1
663,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:43,1421930743,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,6,9,4,4,5,DoS,1
664,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:44,1421930744,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,DoS,1
665,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:44,1421930744,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,DoS,1
666,175.45.176.1,0,149.171.126.12,0,unas,INT,1.9e-05,200,0,254,0,0,0,-,42105264.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:45,1421930745,0.019,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,11,4,4,4,DoS,1
667,175.45.176.1,0,149.171.126.12,0,unas,INT,1.9e-05,200,0,254,0,0,0,-,42105264.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:45,1421930745,0.019,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,11,4,4,4,DoS,1
668,175.45.176.1,0,149.171.126.12,0,unas,INT,1.9e-05,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:45,1421930745,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,11,4,4,4,DoS,1
669,175.45.176.1,0,149.171.126.12,0,unas,INT,1.9e-05,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:45,1421930745,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,11,4,4,4,DoS,1
670,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:46,1421930746,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,3,3,2,2,2,DoS,1
671,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:46,1421930746,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,3,3,2,2,2,DoS,1
672,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:47,1421930747,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,3,7,2,2,3,DoS,1
673,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:47,1421930747,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,3,7,2,2,3,DoS,1
674,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:48,1421930748,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,2,4,2,2,2,DoS,1
675,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:48,1421930748,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,2,4,2,2,2,DoS,1
676,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:49,1421930749,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,9,4,4,5,DoS,1
677,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:49,1421930749,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,9,4,4,5,DoS,1
678,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:49,1421930749,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,9,4,4,5,DoS,1
679,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:49,1421930749,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,9,4,4,5,DoS,1
680,175.45.176.0,56095,149.171.126.12,80,tcp,FIN,0.561955,824,4898,62,252,2,3,http,10563.12402,62766.59375,10,10,255,255,1185060130,445014162,82,490,0,0,3118.976723,3263.34813,2015-01-22 12:45:48,1421930749,62.439444,46.432556,0.185968,0.08956,0.096408,0,1,0,0,0,2,1,6,1,1,1,1,DoS,1
681,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:50,1421930750,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,9,6,6,6,DoS,1
682,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:50,1421930750,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,9,6,6,6,DoS,1
683,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:50,1421930750,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,9,6,6,6,DoS,1
684,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:50,1421930750,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,9,6,6,6,DoS,1
685,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:50,1421930750,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,9,6,6,6,DoS,1
686,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:50,1421930750,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,9,6,6,6,DoS,1
687,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:51,1421930751,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,1,1,1,1,1,DoS,1
688,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:51,1421930751,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,8,3,3,4,DoS,1
689,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:51,1421930751,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,8,3,3,4,DoS,1
690,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:51,1421930751,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,4,8,3,3,4,DoS,1
691,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:52,1421930752,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,5,2,2,2,DoS,1
692,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:52,1421930752,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,2,5,2,2,2,DoS,1
693,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:53,1421930753,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,5,5,4,4,5,DoS,1
694,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:53,1421930753,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,5,5,4,4,5,DoS,1
695,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:53,1421930753,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,5,5,4,4,5,DoS,1
696,175.45.176.1,0,149.171.126.12,0,unas,INT,7e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:53,1421930753,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,5,5,4,4,5,DoS,1
697,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:54,1421930754,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,6,11,6,6,6,DoS,1
698,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:54,1421930754,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,6,11,6,6,6,DoS,1
699,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:54,1421930754,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,6,11,6,6,6,DoS,1
700,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:54,1421930754,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,6,11,6,6,6,DoS,1
701,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:54,1421930754,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,6,11,6,6,6,DoS,1
702,175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:54,1421930754,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,6,11,6,6,6,DoS,1
703,175.45.176.1,0,149.171.126.12,0,unas,INT,2e-06,200,0,254,0,0,0,-,400000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:55,1421930755,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,4,8,2,2,3,DoS,1
704,175.45.176.1,0,149.171.126.12,0,unas,INT,2e-06,200,0,254,0,0,0,-,400000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:55,1421930755,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,4,8,2,2,3,DoS,1
705,175.45.176.1,0,149.171.126.12,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:56,1421930756,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,2,3,2,2,2,DoS,1
706,175.45.176.1,0,149.171.126.12,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:56,1421930756,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,2,3,2,2,2,DoS,1
707,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:57,1421930757,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,3,3,2,2,3,DoS,1
708,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:57,1421930757,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,3,3,2,2,3,DoS,1
709,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:57,1421930757,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,8,7,2,6,2,2,2,DoS,1
710,175.45.176.1,0,149.171.126.12,0,unas,INT,1.1e-05,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:57,1421930757,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,8,7,2,6,2,2,2,DoS,1
711,175.45.176.3,19001,149.171.126.15,80,tcp,FIN,0.672736,972,926,62,252,2,2,http,10405.27051,9644.199219,10,8,255,255,953354979,211154746,97,116,0,0,3605.806385,107.858977,2015-01-22 12:45:56,1421930757,74.748444,78.97443,0.144624,0.082144,0.06248,0,1,0,0,0,1,1,1,1,1,1,1,DoS,1
712,175.45.176.1,26629,149.171.126.12,80,tcp,FIN,0.356498,1594,268,254,252,2,1,http,32202.14453,5026.67627,10,6,255,255,1455446912,1191401431,159,45,0,0,1906.12501,75.962078,2015-01-22 12:45:58,1421930758,36.157333,58.336602,0.100786,0.064814,0.035972,0,1,0,0,0,1,1,3,6,1,1,3,DoS,1
713,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:58,1421930758,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,8,7,3,6,2,2,3,DoS,1
714,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:58,1421930758,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,8,7,3,6,2,2,3,DoS,1
715,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:59,1421930759,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,8,7,3,8,2,2,3,DoS,1
716,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:45:59,1421930759,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,8,7,3,8,2,2,3,DoS,1
717,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:00,1421930760,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,6,4,4,4,DoS,1
718,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:00,1421930760,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,6,4,4,4,DoS,1
719,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:00,1421930760,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,6,4,4,4,DoS,1
720,175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,2015-01-22 12:46:00,1421930760,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,6,4,4,4,DoS,1
