,Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,Device Information,Network Segment,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Source Network,Destination Network,Source IP Continent,Source IP Country,Destination IP Continent,Destination IP Country
874,2022-11-22 12:11:22,37.76.134.174,138.175.70.11,8950,56223,UDP,864,Data,HTTP,Neque dolorum debitis corporis debitis voluptas laborum.,IoC Detected,42.78,,Malware,Known Pattern A,Blocked,High,"Mozilla/5.0 (Linux; Android 1.5) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/37.0.883.0 Safari/532.0",Segment A,,,,Server,37.76.128.0/18,,Europe,Russia,,
875,2022-11-22 12:12:51,201.235.59.196,83.135.92.134,65482,23309,ICMP,464,Data,DNS,Unde suscipit minus perferendis. Perferendis in debitis minus dolor vero et reprehenderit. Eius corporis deserunt nemo sit autem neque.,,53.39,,Intrusion,Known Pattern B,Blocked,Low,"Mozilla/5.0 (Windows 95) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/18.0.895.0 Safari/531.0",Segment B,178.4.65.135,Log Data,Alert Data,Server,201.235.0.0/16,83.135.0.0/16,South America,Argentina,Europe,Germany
876,2022-11-22 19:57:24,36.215.17.52,57.51.214.84,45020,25702,TCP,427,Control,HTTP,Eius aliquid enim voluptatum assumenda placeat nesciunt. Assumenda quibusdam laudantium nulla deleniti. Iure enim eligendi quia.,,48.84,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/4.1),Segment A,208.44.236.219,,Alert Data,Firewall,36.192.0.0/11,57.50.0.0/15,Asia,China,Europe,-
877,2022-11-23 03:04:31,79.194.215.157,29.86.34.155,26880,5538,TCP,1098,Control,DNS,"Ratione similique pariatur molestias sed perferendis fugit.
Doloremque ad nemo eveniet commodi molestiae.
Laboriosam quas quaerat quia incidunt. Porro quia enim perspiciatis.",,34.1,,Malware,Known Pattern A,Ignored,High,Opera/8.37.(Windows CE; hr-HR) Presto/2.9.186 Version/11.00,Segment B,45.82.170.23,,Alert Data,Firewall,79.192.0.0/10,,Europe,Germany,,
878,2022-11-23 10:19:27,92.214.195.61,22.170.144.203,36951,15925,ICMP,840,Control,FTP,Quod sed eos sit ipsa accusantium. Ullam eos numquam quos dolor.,,40.51,Alert Triggered,Malware,Known Pattern A,Logged,High,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/5.1),Segment C,,,Alert Data,Server,92.208.0.0/13,,Europe,Germany,,
879,2022-11-23 13:41:45,104.80.15.108,133.84.244.151,11615,12052,ICMP,440,Control,DNS,Voluptatum magnam minus vitae minima natus sint. Quos veniam itaque blanditiis.,IoC Detected,11.2,,Malware,Known Pattern A,Logged,High,Opera/9.85.(X11; Linux x86_64; ti-ER) Presto/2.9.166 Version/12.00,Segment A,27.131.251.88,Log Data,,Server,,133.0.0.0/8,,,Asia,Japan
880,2022-11-23 13:50:06,119.194.0.156,46.107.41.185,38080,5464,TCP,194,Data,DNS,Soluta veritatis quasi doloremque explicabo. Nisi iure dolor nostrum ducimus debitis vero recusandae. Necessitatibus officia officia libero nulla adipisci earum assumenda.,,91.92,Alert Triggered,Malware,Known Pattern A,Logged,Medium,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.31.3 (KHTML, like Gecko) Version/4.0 Safari/532.31.3",Segment A,,Log Data,Alert Data,Firewall,119.192.0.0/11,46.107.0.0/17,Asia,Republic of Korea,Europe,Hungary
881,2022-11-24 16:56:52,39.198.222.22,20.203.102.164,30479,7651,TCP,1258,Data,FTP,Magni rem sunt eligendi odio earum. Nesciunt aliquid quaerat delectus fugit eos. Facilis dolorum cupiditate libero blanditiis provident commodi.,IoC Detected,47.14,,Malware,Known Pattern B,Blocked,High,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.0),Segment A,17.232.65.168,Log Data,,Server,39.192.0.0/10,,Asia,Indonesia,,
882,2022-11-24 17:22:06,134.119.202.205,194.190.167.32,50975,23973,ICMP,271,Control,DNS,Adipisci distinctio assumenda nobis placeat. Atque eligendi assumenda laudantium. Illo velit fugiat enim doloremque mollitia.,IoC Detected,87.7,,Intrusion,Known Pattern A,Logged,High,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_9 rv:4.0; brx-IN) AppleWebKit/535.1.1 (KHTML, like Gecko) Version/5.1 Safari/535.1.1",Segment A,,Log Data,,Server,134.119.0.0/16,194.190.0.0/16,Europe,Germany,Europe,Russia
883,2022-11-25 10:01:48,212.119.110.241,152.185.66.193,23845,4976,ICMP,258,Data,HTTP,Nostrum dolore adipisci vitae illo reprehenderit voluptatem deleniti. Quis asperiores alias quaerat reiciendis doloribus. Delectus aliquid sunt unde. Perferendis facere eum ducimus natus id.,,44.41,,Malware,Known Pattern B,Ignored,High,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/50.0.891.0 Safari/533.2",Segment A,223.29.133.109,Log Data,,Firewall,212.119.96.0/19,,Europe,Russia,,
884,2022-11-25 18:49:46,160.200.206.96,6.235.82.61,37079,6496,TCP,1348,Control,FTP,"Accusantium quod quos suscipit. Ex nemo libero veritatis. Odit similique modi sunt dolor.
Minus dolores sequi repudiandae modi. Impedit deserunt in repudiandae maxime magnam enim dolor.",IoC Detected,57.18,Alert Triggered,Malware,Known Pattern A,Blocked,High,Opera/9.66.(Windows 98; Win 9x 4.90; sid-ET) Presto/2.9.179 Version/12.00,Segment B,,,,Server,160.200.0.0/14,,Asia,Japan,,
885,2022-11-26 11:03:08,138.94.222.159,43.138.115.171,14466,63084,TCP,453,Control,FTP,Voluptas quasi quia accusamus. Sapiente possimus voluptates voluptas optio minus ab at.,IoC Detected,20.11,Alert Triggered,Malware,Known Pattern B,Logged,Low,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.1.4 (KHTML, like Gecko) Version/5.0 Safari/533.1.4",Segment C,207.150.34.167,,,Server,138.94.220.0/22,43.128.0.0/10,South America,Brazil,Asia,Japan
886,2022-11-26 17:30:51,212.59.246.249,78.244.5.54,28084,42950,UDP,820,Control,DNS,Eos temporibus id numquam ex suscipit. Recusandae modi ratione voluptatibus sit. Nobis deserunt cumque est odio eos non repellat.,IoC Detected,79.51,,Malware,Known Pattern A,Logged,Medium,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.2.7 (KHTML, like Gecko) Version/5.1 Safari/535.2.7",Segment B,,Log Data,,Server,212.59.224.0/19,78.192.0.0/10,Europe,Poland,Europe,France
887,2022-11-26 19:53:48,78.100.164.28,61.168.78.100,23807,30467,ICMP,1414,Control,FTP,Aut quisquam libero numquam nemo. Illo animi dolor repellendus consequuntur.,,14.68,,DDoS,Known Pattern B,Ignored,Low,Opera/8.15.(X11; Linux x86_64; brx-IN) Presto/2.9.173 Version/11.00,Segment B,,Log Data,Alert Data,Firewall,78.100.0.0/15,61.128.0.0/10,Asia,Qatar,Asia,China
888,2022-11-26 20:38:28,219.200.231.136,146.233.112.183,6566,36893,ICMP,1245,Control,FTP,Ut nam illo ea nostrum placeat. Distinctio amet in aperiam rem quasi culpa.,IoC Detected,48.21,,DDoS,Known Pattern B,Ignored,High,"Mozilla/5.0 (Linux; Android 7.1.2) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/29.0.818.0 Safari/531.2",Segment C,,,,Server,219.192.0.0/12,,Asia,Japan,,
889,2022-11-26 23:26:58,25.207.17.112,34.25.161.64,46695,47492,UDP,376,Data,FTP,"Voluptates voluptatum aliquid at molestias explicabo. Accusantium fuga odio maiores veniam.
Vitae tempora ducimus enim libero. Quaerat placeat possimus officiis impedit deserunt explicabo.",IoC Detected,75.6,,Malware,Known Pattern A,Blocked,Low,Opera/8.70.(Windows NT 5.1; or-IN) Presto/2.9.166 Version/12.00,Segment A,105.185.162.188,,,Firewall,25.0.0.0/8,,Europe,United Kingdom,,
890,2022-11-27 00:08:04,74.19.30.57,41.74.9.152,4649,43896,TCP,740,Data,HTTP,Quo quaerat quia ut. Reiciendis repellendus atque quibusdam ea fugiat cumque. Quam quaerat maxime dolorum quibusdam beatae.,IoC Detected,4.78,,Malware,Known Pattern A,Logged,High,Opera/8.51.(Windows NT 6.2; sw-TZ) Presto/2.9.168 Version/10.00,Segment B,,Log Data,Alert Data,Firewall,,41.74.0.0/20,,,Africa,Benin
891,2022-11-27 03:33:02,47.71.22.55,12.3.207.13,45214,57194,UDP,1477,Data,DNS,Ratione perspiciatis soluta accusantium. Rem voluptatibus amet pariatur repudiandae nam ipsum.,,74.69,,DDoS,Known Pattern B,Logged,Medium,Opera/8.12.(X11; Linux i686; el-CY) Presto/2.9.188 Version/11.00,Segment A,194.48.129.234,,,Firewall,47.64.0.0/13,,Europe,Germany,,
892,2022-11-27 13:10:58,146.70.222.46,42.162.20.31,61706,60171,ICMP,156,Control,DNS,"Accusamus sunt voluptatibus vitae debitis fuga. Repellat eligendi quidem ducimus officiis dicta officiis dolores. Eveniet dolorem quia.
Voluptatem labore vitae doloribus quae ab.",,49.57,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Opera/8.43.(X11; Linux i686; es-US) Presto/2.9.185 Version/12.00,Segment A,,,,Server,146.70.0.0/16,42.160.0.0/12,Europe,United Kingdom,Asia,China
893,2022-11-27 16:13:59,132.36.187.58,59.142.8.43,14823,12404,TCP,668,Data,HTTP,Aperiam asperiores quibusdam voluptatibus numquam earum nisi. Consequuntur aspernatur omnis velit unde. Blanditiis dicta adipisci necessitatibus sit consequatur cumque reprehenderit.,IoC Detected,54.0,,Malware,Known Pattern B,Ignored,Low,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_6; rv:1.9.3.20) Gecko/8750-10-17 00:45:26 Firefox/9.0,Segment A,25.221.46.92,Log Data,,Server,,59.128.0.0/12,,,Asia,Japan
894,2022-11-27 20:03:34,43.123.168.60,117.114.76.113,3182,1772,TCP,108,Control,HTTP,Aut eaque officia aspernatur facilis voluptas quos. Itaque explicabo tempora eligendi libero corporis. Corrupti incidunt impedit placeat nisi dicta nisi doloremque.,,72.26,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_1; rv:1.9.5.20) Gecko/4604-11-12 13:49:08 Firefox/13.0,Segment C,,Log Data,,Firewall,43.0.0.0/9,117.112.0.0/13,Asia,Japan,Asia,China
895,2022-11-28 06:08:08,14.126.243.50,71.255.121.255,59285,24463,UDP,113,Data,FTP,Reiciendis a tempora fuga voluptatibus dicta. Fuga officiis laboriosam officia occaecati.,,85.01,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/43.0.881.0 Mobile/36D501 Safari/535.2",Segment B,56.99.22.148,Log Data,Alert Data,Firewall,14.112.0.0/12,,Asia,China,,
896,2022-11-28 10:51:11,159.107.94.52,46.119.82.119,9246,56765,TCP,741,Control,FTP,"Quis quod iusto cum. Est sed ipsa iste cupiditate.
Cum in eaque itaque temporibus. Occaecati hic asperiores aspernatur reiciendis. Modi accusantium molestias recusandae ratione ipsam laborum.",IoC Detected,79.19,,DDoS,Known Pattern A,Blocked,Low,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.1),Segment B,61.148.218.136,Log Data,,Firewall,159.107.0.0/16,46.118.0.0/15,Europe,Sweden,Europe,Ukraine
897,2022-11-29 02:31:30,193.214.19.216,209.220.40.53,8128,65305,UDP,1276,Data,DNS,Aut velit aspernatur at asperiores vitae illo quia. Sint quod accusamus laboriosam nam. Voluptatibus distinctio mollitia necessitatibus libero veniam. In delectus suscipit eos qui maxime iusto.,,44.93,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/49.0.895.0 Safari/535.1",Segment C,12.154.156.115,,,Server,193.212.0.0/14,,Europe,Norway,,
898,2022-11-29 15:56:56,70.108.137.165,150.95.177.230,14331,15699,ICMP,1039,Control,HTTP,"Labore beatae porro sit. Voluptas ea laborum cumque.
Iusto optio error totam saepe asperiores. Mollitia dicta aliquam cum vel beatae itaque. Perferendis doloribus dolorem at.",IoC Detected,91.35,,Malware,Known Pattern A,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.1),Segment A,168.163.20.140,,,Firewall,,150.80.0.0/12,,,Asia,Japan
899,2022-11-30 07:00:39,164.90.86.96,115.95.247.20,1077,8596,ICMP,805,Control,FTP,Molestiae sequi tenetur similique deserunt esse. Fugit doloremque voluptas natus vero commodi commodi.,,65.74,Alert Triggered,Malware,Known Pattern B,Logged,High,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/13.0.844.0 Safari/532.2",Segment B,,Log Data,,Firewall,,115.88.0.0/13,,,Asia,Republic of Korea
900,2022-11-30 10:34:55,48.222.174.163,182.75.72.21,2966,44343,ICMP,1213,Control,DNS,Harum harum praesentium facilis illo laboriosam repellat. Consectetur veniam commodi. Architecto natus nam molestiae. Voluptate quibusdam excepturi repellendus quis quam dolorum reprehenderit.,IoC Detected,21.18,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/534.14.1 (KHTML, like Gecko) Version/5.0.3 Safari/534.14.1",Segment B,184.77.152.10,Log Data,,Firewall,,182.64.0.0/12,,,Asia,India
901,2022-11-30 11:28:31,118.248.153.159,202.116.195.0,64451,13982,ICMP,642,Control,DNS,Dolorum necessitatibus natus architecto. Libero sequi occaecati sed accusantium incidunt alias. Beatae eius sunt tenetur mollitia. Impedit impedit repudiandae libero.,,90.44,Alert Triggered,Malware,Known Pattern B,Logged,Low,Opera/8.99.(X11; Linux x86_64; bo-IN) Presto/2.9.189 Version/10.00,Segment A,,Log Data,,Server,118.248.0.0/13,202.112.0.0/13,Asia,China,Asia,China
902,2022-11-30 20:59:40,77.221.162.239,152.182.165.199,56990,46409,UDP,784,Data,FTP,Expedita molestias minima aperiam sunt voluptatum. Beatae sed delectus incidunt eligendi cum. Nam dolore veniam.,,34.5,,Malware,Known Pattern B,Blocked,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; bs-BA) AppleWebKit/535.38.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6535.38.3",Segment A,,Log Data,Alert Data,Firewall,77.221.160.0/19,,Europe,United Kingdom,,
903,2022-12-01 08:59:05,139.150.106.28,191.33.11.210,38219,1301,UDP,204,Data,HTTP,"Perspiciatis aliquam amet tenetur. Aperiam consectetur aperiam nemo voluptas.
Sed praesentium placeat veritatis consectetur. Porro corrupti provident. Pariatur ipsum consequuntur qui illo.",,63.09,,Intrusion,Known Pattern B,Logged,Medium,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/16.3p9400.0 Mobile/45S056 Safari/531.1",Segment C,75.196.150.43,,Alert Data,Server,139.150.0.0/16,191.0.0.0/10,Asia,Republic of Korea,South America,Brazil
904,2022-12-01 11:15:13,67.3.50.122,145.174.210.207,22807,11098,UDP,1244,Control,HTTP,"Illo officia velit laboriosam amet laudantium. Enim tempore ad accusamus tenetur aspernatur illum.
A sequi quidem tenetur. Ipsa aperiam quas sit.",,68.05,,DDoS,Known Pattern B,Ignored,High,Mozilla/5.0 (Windows NT 5.01; sl-SI; rv:1.9.2.20) Gecko/4296-01-31 14:44:44 Firefox/6.0,Segment A,,Log Data,Alert Data,Firewall,,145.160.0.0/11,,,Europe,Netherlands
905,2022-12-01 14:16:57,216.227.76.85,53.51.160.219,40385,7447,TCP,1164,Control,FTP,Eligendi animi laudantium pariatur ipsum incidunt excepturi cumque. Quasi exercitationem beatae excepturi accusamus possimus. Nemo sint tempora tempore.,,71.92,,DDoS,Known Pattern B,Ignored,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; gd-GB) AppleWebKit/533.47.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6533.47.6",Segment B,57.82.238.181,Log Data,Alert Data,Firewall,,53.0.0.0/10,,,Europe,Germany
906,2022-12-01 18:35:12,175.64.138.198,195.49.142.99,20611,31753,ICMP,1275,Data,DNS,"Vel est soluta aliquid rerum nam suscipit. Dolorum reiciendis autem quod enim.
Eius a est incidunt qui voluptas. Perferendis quaerat assumenda officiis. Tenetur illo fuga ea amet assumenda.",IoC Detected,68.94,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Opera/9.11.(X11; Linux i686; af-ZA) Presto/2.9.187 Version/12.00,Segment C,,Log Data,Alert Data,Firewall,175.64.0.0/11,195.49.140.0/22,Asia,China,Europe,France
907,2022-12-02 04:33:07,61.26.218.174,12.206.144.46,58866,18781,UDP,288,Control,DNS,Et commodi expedita quia sed ex eveniet explicabo. Unde doloremque reprehenderit impedit. Non eum magnam voluptatum.,IoC Detected,91.61,,Malware,Known Pattern B,Ignored,Medium,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_7) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/54.0.888.0 Safari/536.1",Segment C,,Log Data,,Firewall,61.24.0.0/14,,Asia,Japan,,
908,2022-12-02 18:25:44,36.208.214.185,19.13.76.140,44905,10919,TCP,1456,Data,FTP,Inventore corporis repudiandae veritatis magnam. Cumque sapiente quasi fugiat cupiditate amet.,,65.75,,DDoS,Known Pattern A,Ignored,High,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3; rv:1.9.5.20) Gecko/7564-02-01 10:53:37 Firefox/10.0,Segment B,,Log Data,Alert Data,Server,36.192.0.0/11,,Asia,China,,
909,2022-12-02 21:07:43,142.59.84.238,83.155.52.220,11699,16021,TCP,572,Data,FTP,"Quo maxime pariatur consectetur assumenda deleniti quo.
Recusandae deserunt suscipit sint consequuntur consectetur facilis. Atque necessitatibus quaerat impedit voluptatibus quo.",IoC Detected,75.91,,Intrusion,Known Pattern B,Ignored,Low,Opera/8.75.(X11; Linux x86_64; pl-PL) Presto/2.9.173 Version/10.00,Segment C,,,Alert Data,Firewall,,83.152.0.0/13,,,Europe,France
910,2022-12-03 02:27:20,159.79.143.244,113.168.208.120,59952,64738,TCP,1337,Control,FTP,Incidunt eius officia cupiditate fugit molestias distinctio. Alias vel odit illum ducimus veritatis.,,33.14,,DDoS,Known Pattern A,Logged,Low,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/17.1h3658.0 Mobile/23D616 Safari/533.1",Segment A,,,,Firewall,,113.160.0.0/11,,,Asia,Vietnam
911,2022-12-04 04:24:00,182.31.99.1,106.157.236.64,30359,55297,ICMP,1319,Control,DNS,Voluptate necessitatibus maiores sunt necessitatibus aut reiciendis eaque. Dolorem illum atque harum. Ex assumenda quisquam.,,2.94,,Malware,Known Pattern A,Blocked,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; zu-ZA) AppleWebKit/535.40.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6535.40.2",Segment B,151.126.186.201,,Alert Data,Firewall,182.31.0.0/16,106.128.0.0/10,Asia,Republic of Korea,Asia,Japan
912,2022-12-04 05:22:34,124.8.114.218,13.161.245.86,54139,35220,ICMP,1236,Data,FTP,"Fugit consectetur incidunt dolore. Fugit est placeat autem itaque nesciunt. Odit doloribus officiis eius.
Provident dolore voluptate hic quia.",,91.38,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.50.5 (KHTML, like Gecko) Version/4.1 Safari/533.50.5",Segment C,,,Alert Data,Firewall,124.8.0.0/14,,Asia,Taiwan,,
913,2022-12-04 07:51:08,42.149.209.77,128.17.160.191,22900,25686,TCP,651,Control,HTTP,"Laborum quis illum quod dolor. Asperiores totam voluptates impedit accusamus.
Ex quo perferendis aliquam quis accusamus odio.",IoC Detected,21.25,,DDoS,Known Pattern A,Ignored,Low,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/4.1),Segment A,134.233.239.47,,Alert Data,Server,42.144.0.0/13,,Asia,Japan,,
914,2022-12-04 13:26:15,106.39.28.162,210.174.30.88,57035,43539,ICMP,664,Control,HTTP,Cum ducimus occaecati delectus ducimus sapiente voluptatem. Vel earum fuga repellat amet amet odit praesentium. Et aut cumque deserunt maxime. Ipsam architecto veritatis ducimus nam similique.,IoC Detected,6.08,,Malware,Known Pattern A,Blocked,High,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_6) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/63.0.834.0 Safari/534.1",Segment C,,,Alert Data,Firewall,106.32.0.0/12,210.160.0.0/12,Asia,China,Asia,Japan
915,2022-12-05 04:14:32,130.181.86.38,200.139.187.115,54484,31019,UDP,454,Data,HTTP,"Unde tempore iusto dolore officiis excepturi. Aperiam veniam officia exercitationem aperiam. Ad voluptatibus atque et unde beatae provident.
Iure placeat harum tempora beatae voluptates officiis.",,70.4,,DDoS,Known Pattern B,Blocked,High,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.1),Segment B,,,Alert Data,Server,,200.128.0.0/11,,,South America,Brazil
916,2022-12-06 02:09:34,122.232.207.255,10.206.231.130,25766,8220,TCP,1451,Data,HTTP,Praesentium quaerat itaque. Blanditiis harum reprehenderit molestiae voluptatum dolor. Vero repellat tenetur laudantium.,IoC Detected,72.68,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; dz-BT) AppleWebKit/531.8.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.8.5",Segment C,,Log Data,,Firewall,122.224.0.0/12,,Asia,China,,
917,2022-12-06 02:13:41,201.253.118.130,122.31.165.184,12366,24905,TCP,1305,Control,DNS,"Cumque vero est consequatur molestiae alias harum.
Necessitatibus fuga consectetur quis soluta ea voluptatem. Ipsum vel expedita tempore porro repudiandae. Labore perferendis numquam quam.",,59.6,,Intrusion,Known Pattern A,Ignored,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; apn-IN) AppleWebKit/532.18.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.18.2",Segment B,9.8.166.52,Log Data,Alert Data,Firewall,201.252.0.0/14,122.16.0.0/12,South America,Argentina,Asia,Japan
918,2022-12-06 06:52:55,27.215.13.85,109.198.222.159,59822,56952,TCP,1396,Data,DNS,Ipsum doloremque praesentium repellat. Officia enim voluptatibus consequatur excepturi placeat odit. Molestias assumenda fugit aliquam quibusdam eaque.,IoC Detected,60.29,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/8522-07-15 04:18:39 Firefox/15.0,Segment C,,Log Data,,Firewall,27.192.0.0/11,109.198.192.0/18,Asia,China,Europe,Russia
919,2022-12-06 08:14:59,18.40.181.254,141.187.35.73,55016,51488,TCP,765,Data,FTP,"Deleniti aspernatur incidunt odio minima rem accusantium. Mollitia ad incidunt voluptate excepturi nulla.
Modi dicta fugit perferendis.",,99.26,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7905-07-30 19:49:27 Firefox/3.6.18,Segment C,,Log Data,Alert Data,Firewall,,141.187.0.0/16,,,Europe,United Kingdom
920,2022-12-06 21:11:26,218.146.170.16,189.166.219.254,58294,43529,TCP,1323,Control,FTP,Repudiandae quis nemo asperiores pariatur veritatis explicabo. Molestiae inventore illo pariatur omnis.,IoC Detected,6.54,Alert Triggered,DDoS,Known Pattern A,Blocked,High,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_8 rv:4.0; sd-PK) AppleWebKit/531.13.1 (KHTML, like Gecko) Version/5.0 Safari/531.13.1",Segment C,36.8.42.187,,Alert Data,Server,218.144.0.0/12,,Asia,Republic of Korea,,
921,2022-12-06 22:24:11,51.129.116.136,175.192.105.26,47544,4106,UDP,951,Control,FTP,"Earum eaque modi. Ut sit aperiam magni itaque. Excepturi distinctio iure sequi possimus.
Minus reiciendis placeat placeat libero. Provident vero eos libero laboriosam odio.",,95.15,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; fy-NL) AppleWebKit/533.34.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6533.34.5",Segment C,,,,Firewall,51.128.0.0/9,175.192.0.0/10,Europe,United Kingdom,Asia,Republic of Korea
922,2022-12-07 01:13:49,185.65.70.141,216.193.141.234,45603,52995,UDP,1205,Data,FTP,"Doloremque vitae neque totam repellat neque distinctio culpa. Nesciunt nisi labore consequatur error.
Autem odit veritatis nemo quisquam ullam dolore. Consequatur natus hic nulla.",,86.97,Alert Triggered,Malware,Known Pattern B,Logged,Low,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_9; rv:1.9.5.20) Gecko/7007-05-08 01:53:09 Firefox/3.8,Segment C,,,,Server,185.65.68.0/22,,Asia,Turkey,,
923,2022-12-07 11:50:28,145.123.229.162,51.248.234.92,6800,50380,UDP,1094,Data,FTP,Quaerat exercitationem nemo possimus numquam natus nihil culpa. Quasi vel alias maxime ratione modi.,IoC Detected,26.2,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/11.0g3003.0 Mobile/86C280 Safari/536.1",Segment C,124.87.133.13,Log Data,Alert Data,Firewall,145.96.0.0/11,51.128.0.0/9,Europe,Netherlands,Europe,United Kingdom
924,2022-12-08 01:43:04,86.218.84.200,78.244.68.230,19705,29372,ICMP,361,Control,FTP,Eos ducimus alias fugit occaecati. Dolorum sequi suscipit optio blanditiis numquam atque. Sunt maxime qui quod.,,2.96,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2033-01-05 23:01:45 Firefox/3.6.11,Segment C,,,,Firewall,86.192.0.0/10,78.192.0.0/10,Europe,France,Europe,France
925,2022-12-09 03:05:12,13.137.119.223,210.132.61.146,63377,10207,UDP,517,Data,FTP,Mollitia dolores harum fuga. Ut nulla magni incidunt inventore. Soluta totam aut excepturi.,IoC Detected,55.26,,Intrusion,Known Pattern A,Blocked,Low,Opera/8.49.(Windows 98; rw-RW) Presto/2.9.165 Version/12.00,Segment A,,,Alert Data,Firewall,,210.128.0.0/12,,,Asia,Japan
926,2022-12-09 13:20:31,36.58.246.68,23.35.160.77,53694,57394,TCP,822,Control,HTTP,"Magnam quod nam voluptate quos dignissimos et. Neque quasi dolor ipsa quibusdam. Facilis fugiat enim nihil molestias omnis.
Est asperiores illo est. Totam fugiat a officiis.",IoC Detected,74.64,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.0),Segment C,,Log Data,,Server,36.56.0.0/13,,Asia,China,,
